Event	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Default Work Unit\Foley\Ambience	
	134442588	pickupScrap			\Default Work Unit\Foley\pickupScrap	
	480642402	openCraftingMenu			\Default Work Unit\Foley\openCraftingMenu	
	524398922	droneOn			\Default Work Unit\Foley\droneOn	
	1119853562	pickupWood			\Default Work Unit\Foley\pickupWood	
	1125500713	Intro			\Default Work Unit\Music\Intro	
	1130782588	lowBattery			\Default Work Unit\UI\lowBattery	
	1308384846	pickupElectronics			\Default Work Unit\Foley\pickupElectronics	
	1353181121	turnItem			\Default Work Unit\Foley\turnItem	
	1591560151	moveItem			\Default Work Unit\Foley\moveItem	
	1833016900	windmillOff			\Default Work Unit\Foley\windmillOff	
	2118900976	UI_hover			\Default Work Unit\UI\UI_hover	
	2249769530	UI_click			\Default Work Unit\UI\UI_click	
	2385628198	Footsteps			\Default Work Unit\Foley\Footsteps	
	2520423301	Objective_New			\Default Work Unit\Foley\Objective_New	
	2741499204	craftItem			\Default Work Unit\Foley\craftItem	
	3315841131	generatorOff			\Default Work Unit\Foley\generatorOff	
	3886820807	birdSong			\Default Work Unit\Foley\birdSong	
	3937699135	Music_Loop			\Default Work Unit\Music\Music_Loop	
	4218668702	windmillOn			\Default Work Unit\Foley\windmillOn	
	4293911511	generatorOn			\Default Work Unit\Foley\generatorOn	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	17832740	Fts_6	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Fts_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Feet_R\Fts_6		131640
	56267667	Fts_1	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Fts_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Feet_L\Fts_1		121520
	83624873	TurnItem	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\TurnItem_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\TurnItem		63092
	117404738	pickupMetal2	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\pickupMetal2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\pickupMetal2		103044
	200080304	Fts_7	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Fts_7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Feet_L\Fts_7		111400
	223115164	Ambience_1	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Ambience_1_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Ambience_1		5141620
	258516127	Generator_1	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Generator_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Generator_1		17887748
	279555595	Birds	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Birds_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Birds		49377280
	298026302	Fts_8	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\Fts_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Feet_R\Fts_8		141764
	318816958	inventoryOpen	C:\Repos\P6 Game Project\Assets\StreamingAssets\Audio\P6 Game Project_WwiseProject\.cache\Windows\SFX\inventoryOpen_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\inventoryOpen		207424
